,satisfaction_level,average_montly_hours,promotion_last_5years,Salary_high,Salary_low,Salary_medium,Predicted Left company
5444,0.49,188,0,0,0,1,0
3783,0.85,233,0,0,1,0,0
185,0.4,127,0,0,0,1,0
11063,0.8,203,0,0,0,1,0
1596,0.36,310,0,0,0,1,0
11241,0.62,259,0,0,0,1,0
2982,0.64,181,0,0,1,0,0
4325,0.93,244,0,0,1,0,0
725,0.43,149,0,0,0,1,0
9693,0.92,246,0,0,0,1,0
8749,0.15,201,0,0,0,1,1
9475,0.98,139,0,0,0,1,0
14832,0.1,247,0,0,0,1,1
4975,0.86,209,0,0,1,0,0
177,0.38,140,0,0,0,1,0
10953,0.66,170,0,0,1,0,0
10750,0.41,145,0,0,1,0,0
1477,0.38,155,0,0,1,0,0
2258,0.99,176,0,0,0,1,0
11692,0.66,173,0,0,1,0,0
2964,0.14,175,0,0,1,0,1
9944,0.76,217,0,0,1,0,0
2781,0.54,173,0,0,1,0,0
12314,0.1,268,0,0,1,0,1
13099,0.2,191,0,0,1,0,1
3778,0.8,175,0,0,0,1,0
4615,0.97,261,0,0,0,1,0
2651,0.73,168,0,0,0,1,0
7415,0.77,265,0,0,0,1,0
14504,0.11,308,0,0,1,0,1
13920,0.77,238,0,1,0,0,0
12690,0.36,145,0,0,0,1,0
1297,0.4,149,0,0,1,0,0
11923,0.83,240,0,0,1,0,0
12369,0.1,266,0,0,1,0,1
12027,0.4,135,0,0,1,0,0
10260,0.91,172,0,0,1,0,0
3121,0.66,155,0,0,1,0,0
10024,0.85,199,0,0,1,0,0
4685,0.23,212,0,0,1,0,1
6188,0.76,216,0,0,1,0,0
232,0.11,244,0,0,1,0,1
14465,0.6,258,0,0,1,0,0
13416,0.77,153,0,0,0,1,0
6347,0.6,173,0,0,1,0,0
8718,0.91,176,0,0,1,0,0
8455,0.66,145,0,0,0,1,0
13997,0.81,132,0,1,0,0,0
11532,0.89,144,0,1,0,0,0
10442,0.71,202,0,0,0,1,0
7950,0.21,189,0,0,0,1,0
9511,0.5,121,0,0,1,0,0
9024,0.63,246,0,0,1,0,0
11346,0.98,153,0,1,0,0,0
1852,0.39,142,0,0,1,0,0
14022,0.83,161,0,1,0,0,0
10527,0.56,260,0,0,1,0,0
3627,0.18,182,0,0,1,0,1
11446,0.31,132,0,0,1,0,0
6446,0.69,228,0,0,0,1,0
10564,0.74,182,0,0,1,0,0
1393,0.82,246,0,0,0,1,0
1620,0.45,131,0,0,0,1,0
1069,0.1,244,0,0,1,0,1
5959,0.61,216,0,0,0,1,0
4949,0.76,181,0,0,1,0,0
11948,0.95,192,0,0,0,1,0
3186,0.94,147,0,0,0,1,0
6528,0.81,212,0,0,0,1,0
8639,0.58,143,0,0,1,0,0
4479,0.54,205,0,0,1,0,0
11350,0.53,148,0,1,0,0,0
735,0.83,258,0,1,0,0,0
10049,0.25,237,0,0,0,1,0
14444,0.42,134,0,0,1,0,0
142,0.11,256,0,0,1,0,1
2300,0.51,106,0,0,0,1,0
761,0.09,249,0,0,1,0,1
8044,0.77,215,0,0,1,0,0
13637,0.77,286,0,1,0,0,0
9561,0.8,219,0,0,1,0,0
1922,0.42,134,0,0,1,0,0
13848,0.94,247,0,0,0,1,0
3264,0.59,209,0,0,0,1,0
178,0.37,127,0,0,0,1,0
7444,0.91,239,0,0,0,1,0
2214,0.59,149,0,0,0,1,0
7575,0.17,257,0,0,0,1,1
4436,0.83,137,0,0,0,1,0
9626,0.63,169,0,0,0,1,0
786,0.78,225,0,0,1,0,0
4406,0.37,161,0,0,1,0,0
5372,0.55,145,0,0,1,0,0
7627,0.58,182,0,0,1,0,0
12058,0.38,128,0,0,1,0,0
13866,0.56,244,0,0,1,0,0
6596,0.88,236,0,0,0,1,0
9158,0.44,170,0,0,0,1,0
12879,0.65,173,0,0,0,1,0
6062,0.96,145,0,0,0,1,0
5825,0.52,227,0,0,0,1,0
14685,0.87,242,0,0,1,0,0
3632,0.35,140,0,0,0,1,0
9059,0.18,248,0,0,1,0,1
4620,0.85,257,0,0,0,1,0
7561,0.71,245,0,0,0,1,0
3601,0.72,192,0,0,1,0,0
11510,0.47,246,0,0,1,0,0
11058,0.49,140,0,1,0,0,0
10250,0.64,201,0,0,0,1,0
7918,0.9,273,0,0,0,1,0
11224,0.71,188,0,0,1,0,0
1589,0.1,308,0,0,0,1,1
4183,0.54,228,0,0,0,1,0
6821,0.71,193,0,0,1,0,0
800,0.91,251,0,0,1,0,0
7216,0.72,252,0,0,0,1,0
11468,0.59,166,0,0,1,0,0
13877,0.98,261,0,0,1,0,0
4200,0.5,165,0,1,0,0,0
13573,0.43,124,0,0,0,1,0
13093,0.94,241,0,0,1,0,0
7213,0.72,211,0,0,0,1,0
11211,0.5,286,0,0,0,1,0
13539,0.5,178,0,0,0,1,0
13312,0.16,269,0,1,0,0,0
4736,0.83,168,1,0,0,1,0
5543,0.77,204,0,0,1,0,0
3724,0.57,268,0,0,0,1,0
547,0.37,141,0,0,1,0,0
8935,0.87,142,0,0,0,1,0
11451,0.74,211,0,1,0,0,0
8968,0.69,216,0,0,1,0,0
10362,0.44,193,0,1,0,0,0
9340,0.77,263,0,1,0,0,0
5721,0.73,215,0,0,1,0,0
11552,0.52,145,0,0,0,1,0
7259,0.86,182,0,0,0,1,0
1065,0.43,142,0,0,1,0,0
11281,0.87,140,0,0,0,1,0
6228,0.76,226,0,0,1,0,0
5778,0.7,142,0,0,0,1,0
8647,0.84,150,0,0,0,1,0
11882,0.6,104,0,0,1,0,0
12198,0.1,285,0,0,1,0,1
12292,0.41,146,0,0,1,0,0
9240,0.19,188,0,0,0,1,1
11705,0.2,272,0,0,1,0,1
1787,0.45,138,0,0,0,1,0
545,0.78,236,0,0,0,1,0
10418,0.62,174,0,0,1,0,0
2361,0.48,121,0,0,0,1,0
1514,0.1,179,0,0,0,1,1
7459,0.93,258,0,0,0,1,0
2174,0.88,193,0,0,0,1,0
9243,0.14,215,0,0,1,0,1
6503,0.59,197,0,0,0,1,0
4133,0.52,234,0,1,0,0,0
8610,0.57,143,0,0,0,1,0
9401,0.83,137,0,0,0,1,0
856,0.1,273,0,0,0,1,1
12832,0.41,191,0,0,0,1,0
8991,0.75,202,0,0,1,0,0
11964,0.82,205,0,0,1,0,0
3680,0.97,271,0,0,1,0,0
4747,0.78,224,0,0,0,1,0
182,0.89,257,0,0,0,1,0
14067,0.81,268,0,0,1,0,0
5531,0.53,143,1,0,1,0,0
4022,0.68,183,0,0,1,0,0
4042,0.71,244,0,0,0,1,0
9049,0.62,226,0,0,0,1,0
10175,0.31,120,0,1,0,0,0
11540,0.44,125,0,0,0,1,0
11359,0.82,162,0,0,0,1,0
1356,0.1,271,0,0,0,1,1
14823,0.37,138,0,0,0,1,0
1821,0.11,294,0,0,0,1,1
834,0.89,260,0,0,1,0,0
8156,0.45,246,0,0,0,1,0
130,0.1,292,0,0,1,0,1
8484,0.97,266,0,0,1,0,0
12482,0.77,242,0,0,1,0,0
763,0.39,159,0,0,0,1,0
6150,0.67,151,0,0,1,0,0
5266,0.8,158,0,0,1,0,0
5235,0.91,273,0,0,0,1,0
13061,0.97,248,0,0,1,0,0
9609,0.99,246,0,0,1,0,0
8717,0.45,193,0,0,1,0,0
13828,0.72,211,0,0,0,1,0
90,0.4,130,0,0,1,0,0
11551,0.95,225,0,0,0,1,0
12360,0.1,290,0,0,1,0,1
1645,0.11,281,0,0,1,0,1
13780,0.59,159,0,0,1,0,0
10748,0.14,237,0,0,0,1,1
1469,0.4,296,0,0,0,1,0
13934,0.54,156,0,0,0,1,0
6851,0.48,229,0,0,1,0,0
3242,0.95,207,0,0,1,0,0
802,0.85,264,0,0,0,1,0
6969,0.54,234,0,0,0,1,0
4205,0.99,206,0,0,0,1,0
120,0.14,158,0,0,1,0,1
14238,0.4,135,0,0,1,0,0
6232,0.84,258,0,0,1,0,0
8919,0.62,165,0,1,0,0,0
4409,0.86,191,0,0,1,0,0
7308,0.96,228,0,0,1,0,0
11021,0.56,224,0,0,0,1,0
4770,0.99,128,0,0,0,1,0
7265,0.99,172,0,0,0,1,0
843,0.66,156,0,0,0,1,0
14863,0.09,290,0,0,0,1,1
7385,0.64,185,0,1,0,0,0
3622,0.61,224,0,0,0,1,0
11838,0.43,149,0,0,0,1,0
4647,0.48,134,0,0,0,1,0
4198,0.96,284,0,0,0,1,0
10106,0.64,157,0,0,1,0,0
11300,0.77,263,0,0,1,0,0
9328,0.29,149,0,0,1,0,1
4300,0.69,105,0,0,1,0,0
13660,0.5,267,0,1,0,0,0
10444,0.63,239,0,0,0,1,0
9361,0.66,170,0,0,1,0,0
8712,0.74,137,0,0,1,0,0
8038,0.86,183,0,0,1,0,0
8226,0.86,137,0,0,0,1,0
9246,0.27,121,0,0,1,0,1
13710,0.65,205,0,0,1,0,0
14956,0.37,148,0,0,1,0,0
6352,0.96,240,0,0,1,0,0
7241,0.96,240,0,0,1,0,0
169,0.45,158,0,0,1,0,0
7006,0.44,188,0,0,1,0,0
5141,0.98,185,0,0,0,1,0
9605,0.55,241,0,0,1,0,0
7556,0.98,169,0,0,1,0,0
5370,0.64,221,0,0,1,0,0
13283,1.0,264,0,0,0,1,0
14667,0.86,223,0,0,0,1,0
3881,0.88,141,0,0,0,1,0
4449,0.75,148,0,0,1,0,0
12702,0.45,147,0,0,1,0,0
7544,0.75,178,0,1,0,0,0
6152,0.51,110,0,0,1,0,0
8517,0.15,218,0,0,1,0,1
5815,0.94,217,0,0,1,0,0
10619,0.19,102,0,0,0,1,0
2372,0.71,163,0,0,0,1,0
10319,0.66,185,0,0,0,1,0
13436,0.82,203,0,0,1,0,0
6635,0.45,216,0,0,0,1,0
733,0.38,129,0,0,0,1,0
12833,0.6,239,0,0,0,1,0
14183,0.55,239,0,1,0,0,0
5024,0.61,165,0,0,1,0,0
10601,0.85,208,0,0,1,0,0
7424,0.23,176,0,0,1,0,1
14987,0.9,206,0,0,1,0,0
14159,0.95,192,0,0,0,1,0
147,0.11,306,0,0,1,0,1
12569,0.25,214,0,0,0,1,0
13612,0.97,259,1,0,0,1,0
5665,0.5,178,0,0,0,1,0
7092,0.29,117,0,0,1,0,1
876,0.91,257,0,0,1,0,0
840,0.36,138,0,0,0,1,0
1725,0.1,253,0,0,1,0,1
10932,0.13,198,0,0,0,1,1
14780,0.25,214,0,0,0,1,0
8205,0.57,172,0,0,1,0,0
10156,0.99,196,0,0,0,1,0
4711,0.73,224,0,0,1,0,0
8432,0.64,146,0,0,1,0,0
2070,0.86,169,0,0,1,0,0
1991,0.38,155,0,0,1,0,0
6562,0.57,177,0,1,0,0,0
8071,0.78,188,0,0,0,1,0
9744,0.63,180,0,1,0,0,0
7190,0.56,244,0,0,0,1,0
13815,0.5,222,0,1,0,0,0
12489,0.76,206,0,0,0,1,0
7165,0.91,241,0,0,1,0,0
12203,0.1,256,0,0,1,0,1
1264,0.86,270,0,0,1,0,0
3451,0.72,216,0,0,1,0,0
4657,0.95,236,0,0,0,1,0
8677,0.2,123,0,0,1,0,1
2436,0.75,199,0,0,1,0,0
470,0.1,260,0,0,1,0,1
604,0.11,292,0,0,1,0,1
3915,0.89,191,0,0,1,0,0
1232,0.09,265,0,0,0,1,1
1499,0.44,128,0,0,1,0,0
6312,0.7,245,0,0,1,0,0
3893,0.67,241,0,0,0,1,0
8318,0.77,260,0,1,0,0,0
963,0.37,140,0,0,0,1,0
5083,0.78,149,0,0,0,1,0
11818,0.66,210,0,0,1,0,0
12677,0.73,236,0,0,1,0,0
8283,0.21,287,0,0,0,1,1
974,0.1,304,0,0,0,1,1
12468,0.9,245,0,0,1,0,0
1912,0.37,158,0,0,1,0,0
9428,0.85,219,0,0,1,0,0
2936,0.97,219,0,0,1,0,0
14300,0.1,291,0,0,1,0,1
3562,0.87,172,0,0,1,0,0
3899,0.95,120,0,0,1,0,0
9694,0.84,172,0,0,0,1,0
7772,0.6,145,0,0,1,0,0
4305,0.77,254,0,0,0,1,0
3100,0.73,148,0,0,1,0,0
10069,0.96,273,0,0,1,0,0
13754,0.96,198,0,0,0,1,0
587,0.8,211,0,0,1,0,0
1108,0.1,297,0,0,1,0,1
10969,0.69,180,0,0,0,1,0
10815,0.83,247,0,0,0,1,0
7738,0.78,177,0,0,1,0,0
5209,0.74,177,0,0,1,0,0
9321,0.72,217,0,0,1,0,0
7031,0.44,209,0,0,0,1,0
14214,0.72,223,0,0,1,0,0
2537,0.56,163,0,0,1,0,0
4962,0.89,196,0,0,0,1,0
3719,0.57,189,0,0,0,1,0
14376,0.11,296,0,0,1,0,1
14689,0.76,227,0,0,1,0,0
2226,0.71,183,0,0,1,0,0
4910,0.99,133,0,0,1,0,0
10377,0.58,156,0,0,1,0,0
14176,0.84,236,0,0,1,0,0
1373,0.37,147,0,0,1,0,0
1786,0.43,143,0,0,0,1,0
3596,0.48,173,0,0,1,0,0
10204,0.57,263,0,0,0,1,0
4970,0.74,257,0,0,0,1,0
2637,0.5,214,0,0,0,1,0
6935,0.91,223,0,0,1,0,0
12147,0.11,306,0,0,1,0,1
13049,0.73,272,0,0,1,0,0
8899,0.66,199,0,0,1,0,0
6490,0.57,189,0,1,0,0,0
614,0.09,296,0,0,0,1,1
9206,0.51,189,0,0,1,0,0
13016,0.44,219,0,0,1,0,0
6718,0.66,200,0,0,0,1,0
2474,0.5,148,0,0,1,0,0
6466,0.39,132,0,0,1,0,0
3439,0.86,271,0,0,1,0,0
3779,0.51,175,0,0,0,1,0
193,0.09,249,0,0,0,1,1
4832,0.74,146,0,0,1,0,0
701,0.89,243,0,0,0,1,0
929,0.83,243,0,0,0,1,0
12758,0.39,127,0,0,1,0,0
204,0.87,254,0,0,1,0,0
13865,0.87,184,0,0,1,0,0
10030,0.66,179,0,0,1,0,0
6780,0.83,243,0,0,1,0,0
10921,0.55,185,0,0,1,0,0
11522,0.5,266,0,0,0,1,0
10379,0.61,273,0,0,1,0,0
10675,0.36,191,0,1,0,0,0
940,0.92,245,0,0,1,0,0
11732,0.24,141,0,0,1,0,1
2351,0.81,263,0,0,1,0,0
5254,0.64,239,0,0,1,0,0
8176,0.74,244,0,0,1,0,0
11321,0.78,159,0,0,0,1,0
13294,0.65,143,0,0,0,1,0
14704,0.1,309,0,0,0,1,1
14501,0.4,128,0,0,1,0,0
13504,0.87,170,0,0,1,0,0
14546,0.45,151,0,0,0,1,0
10159,0.64,248,0,0,0,1,0
1056,0.45,143,0,0,1,0,0
13787,0.97,215,0,1,0,0,0
14880,0.37,154,0,0,1,0,0
14173,0.92,104,0,0,1,0,0
10235,0.97,267,0,0,0,1,0
11405,0.6,238,1,0,0,1,0
12419,0.82,223,0,0,0,1,0
9309,0.5,155,0,0,0,1,0
9779,0.62,212,0,0,0,1,0
8185,0.53,158,0,0,0,1,0
5850,0.83,150,0,0,1,0,0
7358,0.98,203,0,0,0,1,0
10960,0.83,218,0,0,1,0,0
1120,0.11,278,0,0,0,1,1
9600,0.8,135,0,0,1,0,0
13804,0.65,172,0,0,0,1,0
6190,0.18,238,0,0,1,0,1
11605,0.89,179,0,1,0,0,0
14624,0.45,142,0,0,0,1,0
11884,0.61,275,0,0,1,0,0
9979,0.95,183,0,0,0,1,0
4264,0.95,144,0,1,0,0,0
1716,0.1,301,0,0,1,0,1
14888,0.39,142,0,0,1,0,0
10395,0.16,210,0,0,0,1,1
14290,0.39,142,0,0,1,0,0
7279,0.46,148,0,0,1,0,0
9563,0.19,231,0,0,1,0,1
2859,0.55,237,0,0,1,0,0
8074,0.26,161,0,0,0,1,0
779,0.11,247,0,0,0,1,1
781,0.91,232,0,0,1,0,0
7144,0.95,258,0,0,0,1,0
7506,0.14,114,0,0,1,0,1
815,0.8,218,0,0,0,1,0
11615,0.87,225,0,0,1,0,0
1951,0.9,206,0,0,1,0,0
10061,0.96,215,0,0,1,0,0
4723,0.49,213,0,0,1,0,0
5054,0.75,197,0,0,0,1,0
8055,0.5,175,0,0,1,0,0
9538,0.51,162,0,0,0,1,0
6026,0.49,129,0,1,0,0,0
13559,0.14,142,0,1,0,0,0
9288,0.94,261,0,0,1,0,0
11761,0.88,273,0,0,0,1,0
12689,0.87,228,0,0,0,1,0
795,0.43,150,0,0,1,0,0
11100,0.96,247,0,1,0,0,0
9818,0.62,253,0,0,0,1,0
11487,0.75,224,0,0,0,1,0
8600,0.53,181,0,0,1,0,0
5305,0.26,284,0,0,1,0,1
11301,0.76,133,0,0,1,0,0
8531,0.96,168,0,0,0,1,0
12636,0.44,140,0,0,1,0,0
13218,0.49,190,0,0,0,1,0
11770,0.88,218,0,0,1,0,0
2894,0.94,240,0,0,1,0,0
8473,0.71,173,0,0,0,1,0
7624,0.85,159,0,0,1,0,0
14754,0.89,237,0,0,0,1,0
8923,0.83,186,0,0,0,1,0
3775,0.7,269,0,0,1,0,0
9419,0.8,200,0,0,1,0,0
14789,0.9,243,0,0,0,1,0
6806,0.51,176,0,0,1,0,0
14177,0.92,176,0,0,1,0,0
7972,0.53,243,0,0,1,0,0
1068,0.74,223,0,0,1,0,0
14044,0.7,241,0,0,0,1,0
13499,0.69,174,0,0,0,1,0
1087,0.73,273,0,0,1,0,0
1127,0.1,261,0,0,0,1,1
5136,0.21,249,0,0,0,1,1
3716,0.54,151,0,0,0,1,0
11230,0.99,142,0,1,0,0,0
7568,0.72,142,0,0,0,1,0
384,0.36,156,0,1,0,0,0
11040,0.62,245,0,0,1,0,0
9993,0.84,179,0,0,1,0,0
6887,0.16,201,0,0,0,1,1
10274,0.61,255,0,0,0,1,0
13463,0.76,147,0,0,0,1,0
2357,0.75,186,0,0,1,0,0
9477,0.18,176,0,0,1,0,1
1714,0.41,133,0,0,0,1,0
5165,0.76,187,0,0,0,1,0
3131,0.58,250,0,0,1,0,0
7285,0.62,147,0,0,1,0,0
14723,0.09,259,0,0,1,0,1
4829,0.83,171,0,0,1,0,0
10366,0.61,171,0,0,0,1,0
4860,0.5,224,0,1,0,0,0
5977,0.85,258,0,0,0,1,0
5840,0.15,267,0,0,1,0,1
8163,0.57,154,0,0,1,0,0
1558,0.14,291,0,0,0,1,1
116,0.86,263,0,0,0,1,0
6037,0.67,201,0,0,0,1,0
5099,0.75,175,0,0,1,0,0
3960,0.5,188,0,0,0,1,0
2557,0.61,260,0,0,0,1,0
13447,0.92,207,0,0,1,0,0
1773,0.11,273,0,0,1,0,1
1037,0.09,268,0,0,0,1,1
8916,0.7,202,0,0,0,1,0
3517,0.53,163,0,0,1,0,0
14401,0.09,283,0,0,1,0,1
1106,0.44,139,0,0,1,0,0
10448,0.94,192,0,0,1,0,0
7537,0.42,181,0,0,0,1,0
1944,0.76,238,0,1,0,0,0
7530,0.55,257,0,0,0,1,0
10368,0.66,191,0,0,1,0,0
7198,0.69,169,0,0,1,0,0
14636,0.42,136,0,0,0,1,0
1321,0.62,131,0,0,1,0,0
14692,0.1,274,0,0,1,0,1
1326,0.1,272,0,0,1,0,1
10777,0.69,140,1,1,0,0,0
14637,0.74,261,0,0,0,1,0
1531,0.36,144,0,0,1,0,0
11171,0.65,243,0,0,0,1,0
9178,0.49,185,0,0,1,0,0
9036,0.82,280,0,0,0,1,0
14879,0.41,147,0,0,1,0,0
5217,0.87,267,0,0,0,1,0
2652,0.86,233,0,0,1,0,0
8344,0.55,220,0,0,0,1,0
1757,0.36,144,0,0,1,0,0
8535,0.5,232,0,0,0,1,0
9002,0.9,147,0,0,0,1,0
14991,0.09,257,0,0,1,0,1
4196,0.87,181,0,0,0,1,0
2488,0.6,274,0,0,0,1,0
7751,0.23,201,0,0,1,0,1
9333,1.0,156,0,0,1,0,0
6608,0.78,245,0,0,0,1,0
2468,0.91,152,0,0,1,0,0
2388,0.72,235,0,0,1,0,0
7934,0.34,283,0,0,1,0,1
6617,0.68,197,0,0,1,0,0
11653,0.65,265,0,0,1,0,0
7621,0.9,272,0,0,1,0,0
4776,0.63,243,0,0,0,1,0
1998,0.84,247,0,0,1,0,0
13729,0.63,233,0,0,0,1,0
12184,0.36,141,0,0,0,1,0
4480,0.51,212,0,0,1,0,0
809,0.11,310,0,0,0,1,1
1537,0.4,152,0,0,1,0,0
11543,0.96,198,0,0,0,1,0
12467,0.09,292,0,0,0,1,1
14742,0.37,131,0,0,0,1,0
4810,0.78,264,0,0,0,1,0
13622,0.94,239,0,0,0,1,0
12885,0.72,221,0,1,0,0,0
4109,0.84,269,0,0,0,1,0
2932,0.22,166,0,0,1,0,1
9147,0.74,243,0,0,0,1,0
14323,0.43,160,0,0,1,0,0
5964,0.15,195,0,0,0,1,1
7090,0.49,213,0,0,1,0,0
9022,0.78,161,0,0,1,0,0
14920,0.87,228,0,0,1,0,0
4934,0.68,232,0,0,0,1,0
1403,0.86,245,0,0,0,1,0
13698,0.75,224,0,0,0,1,0
12850,0.75,133,0,1,0,0,0
3002,0.43,156,0,0,0,1,0
7852,0.82,149,0,1,0,0,0
6263,0.9,231,0,0,1,0,0
11458,0.71,179,1,0,1,0,0
10900,1.0,171,0,0,0,1,0
7871,0.52,261,0,0,0,1,0
11007,0.49,190,0,0,0,1,0
5176,0.79,192,0,0,1,0,0
6081,0.17,267,0,1,0,0,0
326,0.37,157,0,0,1,0,0
1383,0.43,145,0,0,1,0,0
2387,0.74,216,0,0,1,0,0
11558,0.72,242,0,0,0,1,0
6355,0.62,158,0,0,1,0,0
12409,0.82,233,0,0,1,0,0
12533,0.43,136,0,0,0,1,0
8290,0.49,200,0,0,0,1,0
5337,0.93,266,0,0,1,0,0
5181,0.88,231,0,0,1,0,0
10709,0.49,194,0,0,0,1,0
11216,0.5,163,1,0,0,1,0
6823,0.5,135,0,0,0,1,0
1527,0.38,131,0,0,1,0,0
10482,0.56,270,0,0,0,1,0
6178,0.87,140,0,0,1,0,0
13734,0.45,156,0,1,0,0,0
3787,0.85,184,0,0,1,0,0
1336,0.44,154,0,0,1,0,0
1545,0.1,310,0,0,0,1,1
11387,0.43,186,0,0,1,0,0
12123,0.11,300,0,0,1,0,1
13824,0.56,265,0,0,1,0,0
2424,0.55,252,0,0,1,0,0
7214,0.57,236,0,0,0,1,0
9963,0.89,258,0,0,0,1,0
12888,0.52,118,0,1,0,0,0
12781,0.91,232,0,0,1,0,0
10006,0.68,185,0,0,0,1,0
6946,0.59,168,0,0,0,1,0
1911,0.91,242,0,0,1,0,0
1221,0.75,229,0,0,1,0,0
2209,0.5,172,0,0,0,1,0
7965,0.9,137,0,0,1,0,0
9188,0.67,246,0,0,0,1,0
3772,0.6,214,0,1,0,0,0
12170,0.81,259,0,0,1,0,0
13857,0.88,211,0,0,0,1,0
2543,0.21,223,0,0,1,0,1
8440,0.55,240,0,1,0,0,0
7591,0.69,137,0,0,1,0,0
14303,0.42,143,0,0,1,0,0
14144,0.95,251,0,0,1,0,0
245,0.45,155,0,0,1,0,0
9814,0.93,239,0,0,0,1,0
10017,0.89,196,0,0,0,1,0
248,0.87,228,0,0,1,0,0
11464,0.49,155,1,0,1,0,0
8594,0.91,262,0,0,1,0,0
3578,0.66,102,0,0,0,1,0
14004,0.77,153,0,0,0,1,0
6304,0.63,208,0,0,1,0,0
7182,1.0,268,0,0,0,1,0
5997,0.63,155,0,0,1,0,0
9417,0.14,212,0,0,1,0,1
8884,0.5,173,0,0,0,1,0
7915,0.75,210,0,0,0,1,0
8824,0.61,271,0,0,1,0,0
3551,0.66,258,0,0,1,0,0
3102,0.97,225,0,0,0,1,0
6794,0.61,139,0,0,0,1,0
7554,0.8,160,0,0,1,0,0
6533,0.87,140,0,0,0,1,0
10914,0.93,253,0,0,1,0,0
250,0.79,261,0,0,1,0,0
11926,0.78,168,0,0,1,0,0
4524,0.78,180,0,0,1,0,0
8825,0.36,151,0,0,1,0,0
1678,0.75,276,0,0,1,0,0
3014,0.76,158,0,0,1,0,0
396,0.46,139,0,0,1,0,0
9705,0.9,162,0,1,0,0,0
12540,0.45,129,0,1,0,0,0
3193,0.49,186,0,1,0,0,0
13509,0.7,245,0,0,1,0,0
3752,0.54,152,0,0,1,0,0
6135,0.68,144,0,0,0,1,0
6701,0.66,223,0,0,1,0,0
10242,0.51,271,0,0,0,1,0
6870,0.49,169,0,0,0,1,0
1744,0.4,161,0,0,0,1,0
14094,0.86,208,0,0,1,0,0
2703,0.76,271,0,0,1,0,0
988,0.74,259,0,0,1,0,0
13656,0.51,260,0,1,0,0,0
554,0.43,150,0,0,1,0,0
9451,0.96,178,0,0,1,0,0
10419,0.63,162,0,0,1,0,0
11972,0.55,239,0,1,0,0,0
2704,0.63,246,0,0,1,0,0
13279,0.12,191,0,0,1,0,1
2418,0.73,197,0,0,1,0,0
4079,0.64,214,0,0,0,1,0
14168,0.57,226,0,0,1,0,0
11751,0.99,265,0,0,0,1,0
9917,0.63,252,0,0,1,0,0
14784,0.36,148,0,0,0,1,0
13419,0.93,283,0,1,0,0,0
3949,0.69,164,0,0,1,0,0
11048,0.29,105,0,0,0,1,0
5336,0.6,264,0,0,1,0,0
11912,0.91,241,0,0,0,1,0
13849,0.91,135,0,0,0,1,0
6642,0.51,239,0,1,0,0,0
6958,0.54,154,0,1,0,0,0
12376,0.56,296,0,0,0,1,0
837,0.09,308,0,0,1,0,1
12143,0.37,152,0,0,1,0,0
13180,0.69,180,0,0,0,1,0
401,0.76,246,0,0,1,0,0
6575,0.77,207,0,0,1,0,0
11412,0.5,258,0,0,0,1,0
2805,0.66,244,0,0,0,1,0
12655,0.77,232,0,0,0,1,0
10207,0.53,236,0,1,0,0,0
641,0.74,228,0,0,1,0,0
8501,0.71,134,0,0,0,1,0
7674,0.4,172,0,0,1,0,0
6480,0.52,164,0,0,0,1,0
14782,0.73,252,0,0,0,1,0
6795,0.58,180,0,1,0,0,0
11768,0.8,242,0,0,1,0,0
12548,0.85,270,0,0,1,0,0
2206,0.16,284,0,0,0,1,1
7101,0.58,268,0,0,0,1,0
1078,0.46,128,0,0,0,1,0
6103,1.0,223,0,0,0,1,0
6790,0.83,196,0,0,0,1,0
9905,0.8,229,0,0,1,0,0
3853,0.74,233,0,0,1,0,0
971,0.72,264,0,0,0,1,0
14223,0.84,234,0,0,1,0,0
318,0.11,276,0,0,1,0,1
2777,0.89,141,0,0,1,0,0
3145,0.78,189,0,0,0,1,0
4008,0.69,198,0,0,0,1,0
1015,0.39,138,0,0,1,0,0
9835,0.51,248,0,1,0,0,0
5495,0.98,187,0,0,0,1,0
2217,0.56,163,0,1,0,0,0
12217,0.9,245,0,0,1,0,0
5988,0.72,227,0,1,0,0,0
1285,0.41,127,0,0,0,1,0
3842,0.44,248,0,0,0,1,0
9489,0.93,262,0,0,1,0,0
1872,0.1,251,0,0,1,0,1
3249,0.19,156,0,0,0,1,0
7212,0.66,160,0,0,0,1,0
1577,0.36,158,0,0,1,0,0
5584,0.23,234,0,0,0,1,0
6107,0.62,228,0,0,1,0,0
12571,0.73,252,0,0,0,1,0
5902,0.82,160,0,0,0,1,0
13599,0.52,252,0,0,1,0,0
11720,0.31,150,0,0,0,1,0
5558,0.61,198,0,1,0,0,0
14430,0.89,225,0,0,1,0,0
7758,0.5,222,0,0,0,1,0
4475,0.67,262,0,0,0,1,0
12838,0.98,191,0,0,0,1,0
9735,0.22,172,0,0,0,1,0
2003,0.78,247,0,0,1,0,0
11809,0.93,110,0,0,1,0,0
14934,0.44,155,0,0,0,1,0
13645,0.78,202,0,0,0,1,0
11046,0.95,155,0,0,0,1,0
14426,0.36,155,0,0,1,0,0
1820,0.43,136,0,0,0,1,0
829,0.38,138,0,0,1,0,0
8682,0.33,166,0,0,0,1,0
9360,0.75,204,0,0,1,0,0
8746,0.6,185,0,0,1,0,0
11995,0.9,259,1,1,0,0,0
7784,0.64,250,0,0,1,0,0
11975,0.59,272,0,1,0,0,0
1564,0.12,136,0,0,1,0,1
3071,0.49,188,0,0,0,1,0
